bucket,soccerwiki_name,soccerwiki_id,soccerwiki_rating,soccerwiki_club,confidence,method,tbg_player_id,transfermarkt_id,canonical_name,current_club,position,reasons
auto_link,Gabriel Jesus,,89,Arsenal,0.9,name_key,tbg-tm-00363205,363205,Gabriel Jesus,Arsenal FC,Centre-Forward,exact canonical/alias name key
auto_link,Ismaïla Sarr,,89,Crystal Palace,0.9,name_key,tbg-tm-00410225,410225,Ismaïla Sarr,Crystal Palace,Right Winger,exact canonical/alias name key
auto_link,Jacob Murphy,,89,Newcastle United,0.9,name_key,tbg-tm-00199527,199527,Jacob Murphy,Newcastle United,Right Winger,exact canonical/alias name key
auto_link,Jadon Sancho,,89,Manchester United,0.9,name_key,tbg-tm-00401173,401173,Jadon Sancho,Without Club,Left Winger,exact canonical/alias name key
auto_link,Jarrad Branthwaite,,89,Everton,0.9,name_key,tbg-tm-00661053,661053,Jarrad Branthwaite,Everton FC,Centre-Back,exact canonical/alias name key
auto_link,Joe Gomez,,89,Liverpool,0.9,name_key,tbg-tm-00256178,256178,Joe Gomez,Liverpool FC,Centre-Back,exact canonical/alias name key
auto_link,Jordan Henderson,,89,Brentford,0.9,name_key,tbg-tm-00061651,61651,Jordan Henderson,Brentford FC,Defensive Midfield,exact canonical/alias name key
auto_link,Joshua Zirkzee,,89,Manchester United,0.9,name_key,tbg-tm-00435648,435648,Joshua Zirkzee,Manchester United,Centre-Forward,exact canonical/alias name key
auto_link,Junior Kroupi,,89,AFC Bournemouth,0.9,name_key,tbg-tm-00955357,955357,Junior Kroupi,AFC Bournemouth,Centre-Forward,exact canonical/alias name key
auto_link,Justin Kluivert,,89,AFC Bournemouth,0.9,name_key,tbg-tm-00330659,330659,Justin Kluivert,AFC Bournemouth,Attacking Midfield,exact canonical/alias name key
auto_link,Kiernan Dewsbury-Hall,,89,Everton,0.9,name_key,tbg-tm-00475188,475188,Kiernan Dewsbury-Hall,Everton FC,Central Midfield,exact canonical/alias name key
auto_link,Lewis Dunk,,89,Brighton & Hove Albion,0.9,name_key,tbg-tm-00148153,148153,Lewis Dunk,Brighton & Hove Albion,Centre-Back,exact canonical/alias name key
auto_link,Marcus Tavernier,,89,AFC Bournemouth,0.9,name_key,tbg-tm-00399434,399434,Marcus Tavernier,AFC Bournemouth,Attacking Midfield,exact canonical/alias name key
auto_link,Mason Mount,,89,Manchester United,0.9,name_key,tbg-tm-00346483,346483,Mason Mount,Manchester United,Attacking Midfield,exact canonical/alias name key
auto_link,Mats Wieffer,,89,Brighton & Hove Albion,0.9,name_key,tbg-tm-00415381,415381,Mats Wieffer,Brighton & Hove Albion,Right-Back,exact canonical/alias name key
auto_link,Matz Sels,,89,Nottingham Forest,0.9,name_key,tbg-tm-00127202,127202,Matz Sels,Nottingham Forest,Goalkeeper,exact canonical/alias name key
auto_link,Maxence Lacroix,,89,Crystal Palace,0.9,name_key,tbg-tm-00434224,434224,Maxence Lacroix,Crystal Palace,Centre-Back,exact canonical/alias name key
auto_link,Mikkel Damsgaard,,89,Brentford,0.9,name_key,tbg-tm-00540941,540941,Mikkel Damsgaard,Brentford FC,Attacking Midfield,exact canonical/alias name key
auto_link,Moreira Savinho,,89,Manchester City,0.9,name_key,tbg-tm-00743591,743591,Sávio Moreira de Oliveira,Manchester City,Left Winger,exact canonical/alias name key
auto_link,Nathan Collins,,89,Brentford,0.9,name_key,tbg-tm-00469050,469050,Nathan Collins,Brentford FC,Centre-Back,exact canonical/alias name key
auto_link,Nick Pope,,89,Newcastle United,0.9,name_key,tbg-tm-00192080,192080,Nick Pope,Newcastle United,Goalkeeper,exact canonical/alias name key
auto_link,Olivier Boscagli,,89,Brighton & Hove Albion,0.9,name_key,tbg-tm-00318508,318508,Olivier Boscagli,Brighton & Hove Albion,Centre-Back,exact canonical/alias name key
auto_link,Robin Roefs,,89,Sunderland,0.9,name_key,tbg-tm-00646991,646991,Robin Roefs,Sunderland AFC,Goalkeeper,exact canonical/alias name key
auto_link,Sepp van Den Berg,,89,Brentford,0.9,name_key,tbg-tm-00541231,541231,Sepp van den Berg,Brentford FC,Centre-Back,exact canonical/alias name key
auto_link,Tino Livramento,,89,Newcastle United,0.9,name_key,tbg-tm-00503981,503981,Tino Livramento,Newcastle United,Right-Back,exact canonical/alias name key
auto_link,Trevoh Chalobah,,89,Chelsea,0.9,name_key,tbg-tm-00346314,346314,Trevoh Chalobah,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Tyler Adams,,89,AFC Bournemouth,0.9,name_key,tbg-tm-00332705,332705,Tyler Adams,AFC Bournemouth,Defensive Midfield,exact canonical/alias name key
auto_link,Yankuba Minteh,,89,Brighton & Hove Albion,0.9,name_key,tbg-tm-01012534,1012534,Yankuba Minteh,Brighton & Hove Albion,Right Winger,exact canonical/alias name key
auto_link,Amine Adli,,88,AFC Bournemouth,0.9,name_key,tbg-tm-00532776,532776,Amine Adli,AFC Bournemouth,Left Winger,exact canonical/alias name key
unmatched,André Onana,,88,Manchester United,0,none,,,,,,no identity match
auto_link,Anton Stach,,88,Leeds United,0.9,name_key,tbg-tm-00344069,344069,Anton Stach,Leeds United,Defensive Midfield,exact canonical/alias name key
auto_link,Arnaud Kalimuendo,,88,Nottingham Forest,0.9,name_key,tbg-tm-00585959,585959,Arnaud Kalimuendo,Nottingham Forest,Centre-Forward,exact canonical/alias name key
auto_link,Axel Disasi,,88,Chelsea,0.9,name_key,tbg-tm-00386047,386047,Axel Disasi,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Benoît Badiashile,,88,Chelsea,0.9,name_key,tbg-tm-00463603,463603,Benoît Badiashile,Chelsea FC,Centre-Back,exact canonical/alias name key
auto_link,Bernd Leno,,88,Fulham,0.9,name_key,tbg-tm-00072476,72476,Bernd Leno,Fulham FC,Goalkeeper,exact canonical/alias name key
auto_link,Callum Hudson-Odoi,,88,Nottingham Forest,0.9,name_key,tbg-tm-00392768,392768,Callum Hudson-Odoi,Nottingham Forest,Left Winger,exact canonical/alias name key
auto_link,Christian Norgaard,,88,Arsenal,0.9,name_key,tbg-tm-00148367,148367,Christian Nørgaard,Arsenal FC,Defensive Midfield,exact canonical/alias name key
auto_link,Conor Bradley,,88,Liverpool,0.9,name_key,tbg-tm-00624258,624258,Conor Bradley,Liverpool FC,Right-Back,exact canonical/alias name key
auto_link,Cristhian Mosquera,,88,Arsenal,0.9,name_key,tbg-tm-00646750,646750,Cristhian Mosquera,Arsenal FC,Centre-Back,exact canonical/alias name key
auto_link,Dan Ballard,,88,Sunderland,0.9,name_key,tbg-tm-00503686,503686,Dan Ballard,Sunderland AFC,Centre-Back,exact canonical/alias name key
auto_link,Dango Ouattara,,88,Brentford,0.9,name_key,tbg-tm-00823231,823231,Dango Ouattara,Brentford FC,Right Winger,exact canonical/alias name key
auto_link,Diego Gómez,,88,Brighton & Hove Albion,0.9,name_key,tbg-tm-00996897,996897,Diego Gómez,Brighton & Hove Albion,Central Midfield,exact canonical/alias name key
auto_link,Djed Spence,,88,Tottenham Hotspur,0.9,name_key,tbg-tm-00483348,483348,Djed Spence,Tottenham Hotspur,Left-Back,exact canonical/alias name key
auto_link,Dominic Calvert-Lewin,,88,Leeds United,0.9,name_key,tbg-tm-00306024,306024,Dominic Calvert-Lewin,Leeds United,Centre-Forward,exact canonical/alias name key
auto_link,Dwight Mcneil,,88,Everton,0.9,name_key,tbg-tm-00584769,584769,Dwight McNeil,Everton FC,Left Winger,exact canonical/alias name key
unmatched,Emanuel Emegha,,88,Chelsea,0,none,,,,,,no identity match
auto_link,Emile Smith Rowe,,88,Fulham,0.9,name_key,tbg-tm-00392765,392765,Emile Smith Rowe,Fulham FC,Attacking Midfield,exact canonical/alias name key
auto_link,Evan Ferguson,,88,Brighton & Hove Albion,0.9,name_key,tbg-tm-00648046,648046,Evan Ferguson,Brighton & Hove Albion,Centre-Forward,exact canonical/alias name key
auto_link,Georginio Rutter,,88,Brighton & Hove Albion,0.9,name_key,tbg-tm-00538977,538977,Georginio Rutter,Brighton & Hove Albion,Centre-Forward,exact canonical/alias name key
auto_link,Gomes Beto,,88,Everton,0.9,name_key,tbg-tm-00595809,595809,Norberto Bercique Gomes Betuncal,Everton FC,Centre-Forward,exact canonical/alias name key
auto_link,Harvey Elliott,,88,Liverpool,0.9,name_key,tbg-tm-00565822,565822,Harvey Elliott,Liverpool FC,Attacking Midfield,exact canonical/alias name key
auto_link,Igor Thiago,,88,Brentford,0.9,name_key,tbg-tm-00739443,739443,Igor Thiago Nascimento Rodrigues,Brentford FC,Centre-Forward,exact canonical/alias name key
auto_link,Jack Hinshelwood,,88,Brighton & Hove Albion,0.9,name_key,tbg-tm-00867688,867688,Jack Hinshelwood,Brighton & Hove Albion,Defensive Midfield,exact canonical/alias name key
auto_link,Jaka Bijol,,88,Leeds United,0.9,name_key,tbg-tm-00371851,371851,Jaka Bijol,Leeds United,Centre-Back,exact canonical/alias name key
auto_link,James Garner,,88,Everton,0.9,name_key,tbg-tm-00505219,505219,James Garner,Everton FC,Defensive Midfield,exact canonical/alias name key
auto_link,Jamie Gittens,,88,Chelsea,0.9,name_key,tbg-tm-00670882,670882,Jamie Gittens,Chelsea FC,Left Winger,exact canonical/alias name key
auto_link,Jefferson Lerma,,88,Crystal Palace,0.9,name_key,tbg-tm-00262980,262980,Jefferson Lerma,Crystal Palace,Defensive Midfield,exact canonical/alias name key
auto_link,Joe Willock,,88,Newcastle United,0.9,name_key,tbg-tm-00340329,340329,Joe Willock,Newcastle United,Central Midfield,exact canonical/alias name key
auto_link,Jorrel Hato,,88,Chelsea,0.9,name_key,tbg-tm-00904802,904802,Jorrel Hato,Chelsea FC,Left-Back,exact canonical/alias name key
auto_link,Keane Lewis-Potter,,88,Brentford,0.9,name_key,tbg-tm-00644401,644401,Keane Lewis-Potter,Brentford FC,Left Midfield,exact canonical/alias name key
auto_link,Kenny Tete,,88,Fulham,0.9,name_key,tbg-tm-00206746,206746,Kenny Tete,Fulham FC,Right-Back,exact canonical/alias name key
auto_link,Kepa Arrizabalaga,,88,Arsenal,0.9,name_key,tbg-tm-00192279,192279,Kepa Arrizabalaga,Arsenal FC,Goalkeeper,exact canonical/alias name key
auto_link,Kevin Schade,,88,Brentford,0.9,name_key,tbg-tm-00473050,473050,Kevin Schade,Brentford FC,Left Winger,exact canonical/alias name key
auto_link,Kostas Tsimikas,,88,Liverpool,0.9,name_key,tbg-tm-00338070,338070,Konstantinos Tsimikas,Liverpool FC,Left-Back,exact canonical/alias name key
auto_link,Kristoffer Ajer,,88,Brentford,0.9,name_key,tbg-tm-00328658,328658,Kristoffer Ajer,Brentford FC,Centre-Back,exact canonical/alias name key
auto_link,Leny Yoro,,88,Manchester United,0.9,name_key,tbg-tm-00923831,923831,Leny Yoro,Manchester United,Centre-Back,exact canonical/alias name key
auto_link,Lewis Cook,,88,AFC Bournemouth,0.9,name_key,tbg-tm-00249089,249089,Lewis Cook,AFC Bournemouth,Central Midfield,exact canonical/alias name key
